Design,Module,Succ,Input,Output,FFs,Nds,Lev
riscvofdm,FFT32_DW01_add_14,1,48,11,0,129,0
riscvofdm,FFT32_DW01_sub_6,1,49,25,0,152,0
riscvofdm,FFT32_DW01_sub_8,1,49,25,0,152,0
riscvofdm,FFT32_DW02_mult_10,1,49,31,0,3361,0
riscvofdm,FFT32_DW01_add_32,1,16,8,0,50,0
riscvofdm,FFT32_DW01_addsub_3,1,50,25,0,226,0
riscvofdm,FFT32_DW01_addsub_4,1,50,25,0,226,0
riscvofdm,FFT32_DW02_mult_4,1,49,31,0,3361,0
riscvofdm,FFT32_DW01_addsub_2,1,64,24,0,213,0
riscvofdm,FFT32_DW01_add_33,1,16,8,0,50,0
riscvofdm,FFT32_DW02_mult_5,1,25,24,0,49,0
riscvofdm,FFT32_DW02_mult_2,1,49,31,0,3361,0
riscvofdm,FFT32_DW02_mult_12,1,34,32,0,1971,0
riscvofdm,FFT32_DW01_sub_4,1,49,25,0,152,0
riscvofdm,FFT32_DW01_sub_3,1,49,25,0,152,0
riscvofdm,FFT32_DW01_add_16,1,16,8,0,50,0
riscvofdm,FFT32_DW01_add_29,1,64,24,0,213,0
riscvofdm,FFT32_DW01_add_27,1,14,7,0,44,0
riscvofdm,FFT32_DW01_add_18,1,64,32,0,236,0
riscvofdm,FFT32_DW01_add_20,1,50,25,0,180,0
riscvofdm,FFT32_DW01_sub_2,1,49,25,0,152,0
riscvofdm,FFT32_DW01_sub_5,1,49,25,0,152,0
riscvofdm,FFT32_DW02_mult_14,1,36,32,0,3037,0
riscvofdm,FFT32_DW02_mult_13,1,49,31,0,3361,0
riscvofdm,FFT32_DW01_add_21,1,16,8,0,50,0
riscvofdm,FFT32_DW01_add_26,1,16,8,0,50,0
riscvofdm,FFT32_DW01_add_19,1,14,7,0,44,0
riscvofdm,FFT32_DW01_add_28,1,50,25,0,180,0
riscv_openocd,jtag_dm_DW01_add_0,1,30,30,0,88,0
riscv_openocd,jtag_dm,1,68,1,274,1041,0
RISC-V-Single-Cycle-Processor,CHIP_DW01_add_2,1,64,33,0,242,0
RISC-V-Single-Cycle-Processor,CHIP_DW02_mult_0,1,33,32,0,65,0
RISC-V-Single-Cycle-Processor,CHIP,1,71,1096,33,4623,0
RISC-V-Single-Cycle-Processor,CHIP_DW01_add_0,1,64,32,0,236,0
RISC-V-Single-Cycle-Processor,CHIP_DW01_sub_0,1,64,33,0,192,0
RISC-V-Single-Cycle-Processor,CHIP_DW01_add_1,1,30,30,0,88,0
RiscVSingleCycleWithMemoryMapped-UART,cpu_DW01_addsub_0,1,64,32,0,236,0
RiscVSingleCycleWithMemoryMapped-UART,cpu,1,5,38,0,295,0
RiscVSingleCycleWithMemoryMapped-UART,cpu_DW01_add_0_DW01_add_1,1,30,30,0,88,0
Pipelined-RISC,alu_DW01_addsub_0,1,65,32,0,293,0
Pipelined-RISC,alu_DW_div_uns_0,1,64,2,0,4387,0
Pipelined-RISC,alu_DW02_mult_0,1,64,32,0,3564,0
Pipelined-RISC,alu,1,67,32,0,8814,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_34,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_33,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_32,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_35,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_56,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_3,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_4,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_34,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_33,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_35,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_95,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_5,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_61,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_66,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_2,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_50,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_57,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_68,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_1,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_6,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_9,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_81,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_42,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_72,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_86,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_44,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_20,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_17,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_28,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_10,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_27,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_18,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_11,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_16,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_29,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_87,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_73,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_74,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_80,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_20,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_17,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_28,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_10,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_27,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_26,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_19,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_16,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_21,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_9,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_55,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_7,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_63,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_90,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_64,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_0,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_38,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_30,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_36,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_39,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_31,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_1,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_6,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_54,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_8,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_38,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_30,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_37,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_cmp6_0,1,64,1,0,107,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_39,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_2,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_3,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_4,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_101,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_24,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_23,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_14,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_15,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_22,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_25,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_12,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_71,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_85,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_49,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_41,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_40,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_78,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_47,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_13,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_23,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_14,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_15,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_22,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_25,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_12,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_79,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_41,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_48,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_83,1,33,17,0,151,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_sub_40,1,14,7,0,46,0
HedgeHog-Fused-Spiking-Neural-Network-Emulator-Compute-Engine,HedgeHog_DW01_addsub_70,1,33,17,0,151,0
RISCV_Three_Stage,memory,1,59,32,32800,134464,0
32_Bit_Pipelined_RISC_Processor,ALU_DW01_sub_0,1,64,32,0,196,0
32_Bit_Pipelined_RISC_Processor,ALU_DW01_add_0,1,64,32,0,236,0
32_Bit_Pipelined_RISC_Processor,ALU,1,69,1,32,671,0
Sem1_FinalYearProject,ADDER,1,64,32,0,236,0
Sem1_FinalYearProject,ADDER_DW01_add_0,1,64,32,0,236,0
64-bit-Single-Cycle-RISC-V-CPU,ALU_CONTROL,1,6,3,0,15,0
MIPS-32-bits-Micro-Processor,control,1,12,11,0,55,0
32bit-RiscV-implementation,alu_DW01_addsub_0,1,65,32,0,293,0
32bit-RiscV-implementation,alu,1,67,1,32,547,0
RISCBench,core_DW01_add_1_DW01_add_2,1,30,30,0,88,0
RISCBench,core_DW01_addsub_0,1,65,32,0,293,0
RISCBench,core_DW01_ash_0,1,64,32,0,294,0
RISCBench,core,1,73,1022,1,5893,0
RISCBench,core_DW01_add_0_DW01_add_1,1,64,32,0,236,0
RISCBench,core_DW_rash_0,1,64,32,0,275,0
RISCBench,core_DW_rash_2,1,64,31,0,326,0
469Lab1,Single_Cycle_Top,0,0,0,0,0,0
FPU,iNToRawFN,1,3,3,0,10,0
RISCV32-IC-single-cycle-processor,alu_DW01_addsub_0,1,65,32,0,293,0
RISCV32-IC-single-cycle-processor,alu_DW01_ash_0,1,64,32,0,294,0
RISCV32-IC-single-cycle-processor,alu_DW_rash_0,1,64,31,0,326,0
RISCV32-IC-single-cycle-processor,alu_DW_rash_1,1,64,32,0,275,0
RISCV32-IC-single-cycle-processor,alu,1,68,32,0,1149,0
riscv-soft,riscv_soft_alu_DW01_addsub_0,1,65,32,0,293,0
riscv-soft,riscv_soft_alu,1,68,32,0,1149,0
riscv-soft,riscv_soft_alu_DW01_ash_0,1,38,32,0,259,0
riscv-soft,riscv_soft_alu_DW_rash_0,1,38,31,0,292,0
riscv-soft,riscv_soft_alu_DW01_cmp6_1,1,64,2,0,196,0
riscv-soft,riscv_soft_alu_DW_rash_1,1,38,32,0,236,0
riscv-soft,riscv_soft_alu_DW01_cmp6_0,1,64,3,0,209,0
RISCV-Single-Cycle,muxALU,1,129,64,0,193,0
RISC-V__Single,risc_v,0,0,0,0,0,0
rv32m-multiplier-and-divider,mul_DW01_inc_1,1,32,32,0,94,0
rv32m-multiplier-and-divider,mul_DW01_inc_0,1,32,32,0,94,0
rv32m-multiplier-and-divider,mul_DW01_ash_1,1,37,32,0,260,0
rv32m-multiplier-and-divider,mul,1,72,0,178,3602,0
rv32m-multiplier-and-divider,mul_DW01_inc_2,1,32,32,0,94,0
rv32m-multiplier-and-divider,mul_DW01_ash_5,1,5,32,0,57,0
rv32m-multiplier-and-divider,mul_DW01_ash_2,1,37,63,0,352,0
rv32m-multiplier-and-divider,mul_DW01_addsub_0,1,66,32,0,290,0
rv32m-multiplier-and-divider,mul_DW01_addsub_1,1,65,33,0,296,0
rv32m-multiplier-and-divider,mul_DW01_ash_3,1,37,32,0,255,0
rv32m-multiplier-and-divider,mul_DW01_ash_4,1,5,32,0,57,0
ArbiterRISCV,sm_hex_display,1,4,7,0,32,0
TomRiVer-CPU,Framework_DW01_add_1,1,30,30,0,89,0
TomRiVer-CPU,Framework_DW01_add_0,1,62,31,0,233,0
TomRiVer-CPU,Framework_DW01_sub_0,1,64,32,0,196,0
TomRiVer-CPU,Framework_DW01_cmp6_0,1,64,2,0,184,0
TomRiVer-CPU,Framework,1,6,666,0,2437,0
TomRiVer-CPU,Framework_DW01_add_2,1,64,32,0,236,0
risc16f84,risc16f84_clk2x,1,34,2,303,1292,0
risc16f84,risc16f84_clk2x_DW01_inc_1,1,13,13,0,37,0
risc16f84,risc16f84_clk2x_DW01_inc_0,1,8,8,0,22,0
risc16f84,risc16f84_clk2x_DW01_add_1,1,16,9,0,56,0
RISCV_NO_PIPELINE,data_mem_DW01_inc_0,1,11,11,0,31,0
RISCV_NO_PIPELINE,data_mem,1,67,32,8200,70999,0
RISCV-SoC,ALU_DW01_addsub_0,1,65,32,0,293,0
RISCV-SoC,ALU_DW01_ash_0,1,37,32,0,255,0
RISCV-SoC,ALU_DW_rash_0,1,37,32,0,243,0
RISCV-SoC,ALU_DW_rash_1,1,37,31,0,281,0
RISCV-SoC,ALU_DW02_mult_0,1,64,32,0,3564,0
RISCV-SoC,ALU,1,68,35,0,4720,0
RISC-V-chisel,Top,1,4,12088,64,73650,0
RISC-V-chisel,Top_DW_rash_0,1,37,31,0,281,0
RISC-V-chisel,Top_DW_rash_1,1,37,32,0,243,0
RISC-V-chisel,Top_DW01_cmp6_3,1,64,2,0,162,0
RISC-V-chisel,Top_DW01_inc_0,1,32,32,0,94,0
RISC-V-chisel,Top_DW01_ash_0,1,37,32,0,255,0
RISC-V-chisel,Top_DW01_sub_0,1,64,32,0,196,0
RISC-V-chisel,Top_DW01_add_0,1,64,32,0,236,0
RISC-V-chisel,Top_DW01_add_1,1,30,29,0,87,0
MYTH-Workshop,PipelineLab,1,6,1,6,15,0
verilearning,Sub32F,1,1,1,0,2,0
RISCV-MIPS,IF_cycle_DW01_add_0,1,30,30,0,88,0
RISCV-MIPS,IF_cycle,1,36,64,32,254,0
DynamicBranchPrediction,Branch_Predictor1bit,1,3,1,1,4,0
accomdemy_rv32i,cpu,0,0,0,0,0,0
